comparison_id,openeval_result_id,peer_result_id,openeval_evaluation_type,peer_evaluation_type,openeval_result_type,peer_result_type,comparison_type,comparison,n_openeval,n_peer,n_itx,manuscript_id,version
CMP16,R8,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluated the literature review and contextualization (C1-C35), confirming accurate summary of prior research, key controversies, and methodological limitations. No corresponding peer review evaluation explicitly addresses the literature review quality, though peer reviewers implicitly accept the study's positioning within existing research.",26.0,,0,elife-102392,v1
CMP17,R9,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluated the discussion of FTP vs. VO2max methodological choices (C92-C101), noting appropriate nuance about intensity domains and potential non-comparability with prior studies. No corresponding peer review evaluation explicitly addresses this methodological discussion, though it may relate to interpretation of null findings.",10.0,,0,elife-102392,v1
CMP18,R10,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluated acknowledgment of limitations regarding other mediating factors like endocannabinoids (C117-C118). No corresponding peer review evaluation explicitly addresses this limitation, though peer reviewers may have considered it within overall methodological assessment.",2.0,,0,elife-102392,v1
CMP19,R11,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluated the conclusions and recommendations (C125-C126), noting they are somewhat overstated given exploratory nature of positive findings but appropriate in calling for further investigation. No corresponding peer review evaluation explicitly addresses the strength of conclusions, though peer reviewers' emphasis on confirmatory studies being 'required' aligns with cautious interpretation.",2.0,,0,elife-102392,v1
CMP1,R4,R5,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Perfect alignment on evolutionary analysis claims (C32-C41). Both evaluations find the phylogenetic analysis, positive selection evidence, and comparative genomics well-supported without concerns.",10.0,10.0,10,elife-98896,v1
CMP2,R5,R6,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,Perfect alignment on expression pattern claims (C42-C46). Both evaluations accept the tissue-specific and stress-responsive expression data from eFP Browser and RT-qPCR without challenge.,5.0,5.0,5,elife-98896,v1
CMP3,R6,R7,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Perfect alignment on subcellular localization claims (C47-C49). Both evaluations support the confocal microscopy data and domain deletion analysis, though OpenEval notes the limitation of using tobacco rather than Arabidopsis.",3.0,3.0,3,elife-98896,v1
CMP4,R7,R8,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect alignment on mutant phenotyping claims (C50-C55). Both evaluations accept the RT-qPCR validation, root architecture analysis, and ion content measurements as convincing evidence.",6.0,6.0,6,elife-98896,v1
CMP5,R8,R9,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong alignment on SR3G as negative regulator (C56-C61, with peer also including C82). Both evaluations support the comprehensive phenotyping data showing SR3G's role in salt tolerance regulation.",6.0,7.0,6,elife-98896,v1
CMP6,R2,R2,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Strong alignment on methodological approach and variance findings (C17-C20, C22). Both evaluations support the tool validation and root:shoot ratio variance observation, with peer omitting C21 but otherwise agreeing.",6.0,5.0,5,elife-98896,v1
CMP7,R9,R10,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong alignment on suberization data (C62-C65, with peer also including C83). Both evaluations accept the histochemical and biochemical evidence linking increased suberization to salt tolerance mechanism.",4.0,5.0,4,elife-98896,v1
CMP8,R3,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong alignment on GWAS findings (C23-C29). Both evaluations support the association analysis and haplotype work, though peer evaluation does not explicitly address C30-C31 on sequencing/structural variation.",9.0,7.0,7,elife-98896,v1
CMP9,R10,R12,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Partial disagreement on WRKY75-SR3G interaction (C66-C71, with peer also including C5, C81). OpenEval finds evidence supported but notes lack of in planta validation. Peer reviewer raises concerns about statistical interpretation of WRKY75 expression data, marking evaluation as UNCERTAIN, though direct binding data is accepted.",6.0,8.0,6,elife-98896,v1
CMP10,R11,R13,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect alignment on genetic epistasis (C72-C74, with peer also including C6). Both evaluations support the double mutant analysis demonstrating WRKY75-SR3G regulatory relationship without concerns.",3.0,4.0,3,elife-98896,v1
CMP11,R13,R14,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Strong alignment on functional specificity (C79-C80). Both evaluations accept the evidence for lack of redundancy among SR3G paralogs, supporting its unique functional role.",5.0,2.0,2,elife-98896,v1
CMP12,R12,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Partial overlap on root:shoot coordination under salt stress (C76). Both evaluations support this as a valuable finding, with peer explicitly praising the innovative approach. OpenEval addresses C75-C76 on drought vs salt distinction, while peer focuses on C3, C21, C76 regarding the core contribution.",2.0,3.0,1,elife-98896,v1
CMP13,R3,R4,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Alignment on natural variation characterization (C30-C31). OpenEval addresses these as part of comprehensive GWAS analysis (R3), while peer accepts sequencing and structural analysis separately (R4).",9.0,2.0,2,elife-98896,v1
CMP14,R14,R10,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Minimal overlap on mechanistic link (C83). OpenEval discusses suberization-Na+ accumulation connection as part of integrated mechanism (R14), while peer accepts this as part of suberization findings (R10).",2.0,5.0,1,elife-98896,v1
CMP15,R14,R9,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Minimal overlap on integrated mechanism (C82). OpenEval addresses mechanistic integration separately (R14), while peer includes C82 with negative regulator phenotypes (R9).",2.0,7.0,1,elife-98896,v1
CMP16,R1,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluates background/contextual claims (C1-C16) as well-supported by literature. No corresponding peer evaluation found, as reviewers typically do not explicitly evaluate established background knowledge.",12.0,,0,elife-98896,v1
CMP17,R15,,SUPPORTED,,MINOR,,disjoint,OpenEval evaluates background claims on root anatomy and ion transport (C84-C91) as well-supported contextual information. No corresponding peer evaluation found.,8.0,,0,elife-98896,v1
CMP18,R16,,SUPPORTED,,MINOR,,disjoint,OpenEval evaluates comparative claims about other salt stress regulators (C92-C99) as well-supported context. No corresponding peer evaluation found.,8.0,,0,elife-98896,v1
CMP19,,R1,,SUPPORTED,,MAJOR,disjoint,"Peer evaluation explicitly affirms the core contribution (C3, C21, C76) regarding SR3G's role in root:shoot coordination. OpenEval addresses these claims across multiple results (R2 for C21, R12 for C76) but does not evaluate C3 specifically.",,3.0,0,elife-98896,v1
CMP20,,R11,,SUPPORTED,,MAJOR,disjoint,"Peer evaluation explicitly supports the overall conclusion (C4) that SR3G functions as a negative regulator. OpenEval does not have a separate result for this summary claim, addressing it through multiple specific results (R7, R8).",,1.0,0,elife-98896,v1
CMP1,R4,R10,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Perfect alignment on washout experiment claims (C61-C67). Both evaluations support the findings that CMPD1 causes prolonged mitotic effects and increased apoptosis in cancer cells after drug removal, demonstrating lasting cancer-selective effects.",7.0,7.0,7,elife-104859,v1
CMP2,R16,R8,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,Perfect alignment on RNA-seq findings (C117-C122). Both evaluations support the transcriptomic data showing upregulation of cell migration/death pathways and downregulation of mitosis/chromosome segregation pathways in breast cancer cells.,6.0,6.0,6,elife-104859,v1
CMP3,R3,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong alignment on cancer selectivity claims (C10-C12, C55-C58, C60, C125). Both evaluations support the differential sensitivity between cancer and normal cells at 10-50 nM CMPD1. Peer review explicitly acknowledges the MCF10A experiments that demonstrate this selectivity.",8.0,9.0,8,elife-104859,v1
CMP4,R8,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Strong alignment on in vivo efficacy and safety (C73-C82). Both evaluations support the xenograft data showing tumor growth inhibition and improved tolerability compared to PTX. Peer review specifically notes satisfaction with the repeated CAL-51 model experiments and toxicity evaluation.,8.0,10.0,8,elife-104859,v1
CMP5,R17,R7,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong alignment on the central therapeutic conclusion (C4, C13, C14, C126). Both evaluations support the conclusion that p38-MK2 pathway represents a promising therapeutic target in combination with MTAs for breast cancer treatment.",4.0,3.0,3,elife-104859,v1
CMP6,R6,R11,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,Strong alignment on soft agar colony formation assays (C70-C72). Both evaluations support the dose-dependent inhibition findings and superior potency of CMPD1 compared to PTX. Peer review implicitly accepts these data as part of the overall in vitro evidence.,3.0,4.0,3,elife-104859,v1
CMP7,R11,R5,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong alignment on migration and invasion inhibition (C99-C102, C105). Both evaluations support the wound healing and transwell invasion assay data. Peer review explicitly confirms CMPD1 inhibits migration and invasion both in vitro and in vivo.",5.0,7.0,5,elife-104859,v1
CMP8,R13,R12,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Strong alignment on MK2i-vinblastine synergy (C106, C108-C110). Both evaluations support the synergistic effects in live-cell imaging experiments. Peer review expresses satisfaction with the genetic evidence supporting combination treatment.",6.0,4.0,4,elife-104859,v1
CMP9,R2,R9,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Strong alignment on G2/M arrest and p53-independence (C45-C48, C51, C69). Both evaluations support the flow cytometry and live-cell imaging data showing prometaphase arrest across multiple cell lines. Peer review specifically acknowledges the p53 knockout experiments.",7.0,6.0,5,elife-104859,v1
CMP10,R10,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong alignment on microtubule dynamics at plus-ends (C7, C42, C90-C97). Both evaluations support the TIRFM data showing preferential plus-end depolymerization. Peer review highlights the live-cell imaging techniques used to assess microtubule dynamics.",10.0,15.0,8,elife-104859,v1
CMP11,R9,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Strong alignment on spindle disruption and prometaphase arrest (C83-C89). Both evaluations support the live-cell imaging data showing rapid spindle signal loss and multipolar spindle formation. Peer review acknowledges the comprehensive microtubule dynamics assessment.,7.0,15.0,7,elife-104859,v1
CMP12,R18,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong alignment on CMPD1's dual mechanism (C5, C6, C37, C7, C8, C9, C40-C42). Both evaluations support the core finding that CMPD1 acts as both MK2 inhibitor and microtubule depolymerizer. Peer review explicitly affirms this dual mechanism as a central finding.",3.0,8.0,2,elife-104859,v1
CMP13,R14,R6,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Strong alignment on genetic validation of MK2-MTA synergy (C113-C114). Both evaluations support the siRNA knockdown experiments confirming pharmacological findings. Peer review specifically notes satisfaction with the genetic evidence provided.,2.0,8.0,2,elife-104859,v1
CMP14,R15,R6,SUPPORTED,SUPPORTED,MINOR,MAJOR,agree,Strong alignment on migration synergy (C115-C116). Both evaluations support the transwell migration data showing enhanced inhibition with MK2i-vinblastine combination. Peer review accepts the synergistic effects on migration.,2.0,8.0,2,elife-104859,v1
CMP15,R12,R5,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Alignment on metastasis-related findings (C103-C104). Both evaluations support the histological analysis showing reduced cancer cell-infiltrated vessels. OpenEval notes the inference about metastasis inhibition is reasonable but not definitively proven; peer review accepts the findings without raising this concern.,2.0,7.0,2,elife-104859,v1
CMP16,R5,R11,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,Alignment on IC50 measurements (C68-C69). Both evaluations support the MTT assay data showing differential IC50 values and p53-independence. Peer review specifically acknowledges these experiments were performed in response to reviewer requests.,2.0,4.0,1,elife-104859,v1
CMP17,R7,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Alignment on xenograft efficacy (C73-C74). Both evaluations support the tumor growth inhibition data in MDA-MB-231 and CAL-51 models. Peer review notes satisfaction with the repeated experiments and comprehensive toxicity evaluation.,2.0,10.0,2,elife-104859,v1
CMP18,R20,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,Alignment on cancer selectivity principle (C125). Both evaluations support the key finding that CMPD1 induces mitotic defects in cancer cells but not normal cells at specific concentrations. This is central to the cancer selectivity claims accepted by peer reviewers.,1.0,9.0,1,elife-104859,v1
CMP19,R1,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluated background/clinical context claims (C1-C3) about MTAs as well-established clinical knowledge. Peer reviewers did not explicitly evaluate these introductory claims, focusing instead on novel experimental findings.",3.0,,0,elife-104859,v1
