comparison_id,openeval_result_id,peer_result_id,openeval_evaluation_type,peer_evaluation_type,openeval_result_type,peer_result_type,comparison_type,comparison,n_openeval,n_peer,n_itx,manuscript_id,version,intersection_fraction,n_peer_int,n_openeval_int,agree_bar_cat
CMP2,R8,R4,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate BLI binding data (C92-C95). OpenEval rates as SUPPORTED, viewing BLI as resolving MST discrepancies and avoiding fluorescent labeling artifacts. Peer review rates as UNSUPPORTED, with Reviewer 1 arguing BLI results are inconsistent with published literature, show poor sensorgram fits, and may be subject to artifacts.",4.0,4.0,4,elife-107121,v1,1.0,4,4,Disagree
CMP10,R10,R10,Supported,Unsupported,MAJOR,MINOR,Disagree,"OpenEval supports claims C38 and C73 regarding FtsW mutant suppression, while peer reviewers rate this UNSUPPORTED, explicitly stating that the spotting assay shows only FtsB-E56A and FtsA-E202K provide full rescue, and that claims about FtsW-M254I and S274G are misleading.",2.0,2.0,1,elife-87922,v1,0.5,2,2,Disagree
CMP16,R15,R10,Supported,Unsupported,MAJOR,MINOR,Disagree,"OpenEval supports claim C67 as part of a summary of key findings, while peer reviewers rate claims involving C67 (regarding FtsW suppression) as UNSUPPORTED, stating that FtsW mutants do not provide full rescue comparable to complementation.",3.0,2.0,1,elife-87922,v1,0.3333333333333333,2,3,Disagree
CMP16,R16,R9,Supported,Unsupported,MINOR,MAJOR,Disagree,"Partial overlap on background/context claims. OpenEval R16 evaluates extensive background literature (C1-C2, C14-C33, C53-C55, C96, C116-C153) as appropriately cited context. Peer review R9 challenges subset of these claims (C2, C17, C29, C139-C147) specifically regarding clinical stress and translational relevance, finding them unsupported by human evidence.",49.0,12.0,9,elife-90191,v1,0.1836734693877551,12,49,Disagree
CMP4,R9,R10,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate the main conclusion (C73, C82-C83) about mTOR balance regulating sperm epigenetic aging. OpenEval finds convergent evidence from bidirectional genetic manipulation well-supports the conclusion, though notes the complete molecular cascade isn't established. Peer reviewers rate this UNSUPPORTED, with Reviewer 3 stating the central hypothesis 'appears irrelevant or invalid' due to lack of chronologically old animals and adequate controls. Editor concludes evidence is incomplete.",3.0,4.0,3,elife-90992,v1,0.75,4,3,Disagree
CMP16,R7,R10,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Minor overlap on C84. OpenEval R7 includes C84 among phenotypic changes supporting the hypothesis. Peer R10 addresses main conclusions including C84, finding them unsupported due to fundamental experimental design flaws and lack of chronologically old animals.",11.0,4.0,1,elife-90992,v1,0.09090909090909091,4,11,Disagree
CMP2,R9,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate claims C33-C35 about microglia DEGs and AD genetics. OpenEval finds these SUPPORTED by citations and reanalysis data, while peer review rates them UNSUPPORTED, expressing concern that 'almost all DEGs found by the authors are in the rare cell types' and noting unconvincing supporting literature and potential false positives driven by outliers.",3.0,3.0,3,elife-90214,v1,1.0,3,3,Disagree
CMP7,R12,R7,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Strong disagreement on main conclusions (C6, C119). OpenEval finds conclusions supported by consistent evidence across analyses, noting small effect sizes as a caveat. Peer reviewers explicitly challenge the 'general physiological mechanism' conclusion, stating effect sizes are too small (< 0.10) to support such broad claims.",2.0,3.0,2,elife-101992,v1,0.6666666666666666,3,2,Disagree
CMP1,R11,R3,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address dating claims (C89-C102) but reach opposite conclusions. OpenEval finds the dating approach 'methodologically sound but indirect' and appropriately conservative (SUPPORTED). Peer reviewers explicitly reject it as UNSUPPORTED, stating there is 'no direct or closely associated chronometric dating' and the chronological context is 'physically so far removed from these rock markings, as to be misleading at best.' This represents a fundamental disagreement on whether indirect dating via associated skeletal remains is acceptable.",14.0,14.0,14,elife-89102,v1,1.0,14,14,Disagree
CMP2,R10,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address authorship attribution to H. naledi (C82-C88, C68-C69). OpenEval finds the exclusivity documentation and proximity of remains SUPPORTED though 'circumstantial.' Peer reviewers explicitly reject this as UNSUPPORTED and 'premature,' emphasizing that 'juxtaposition' does not demonstrate authorship and that 'this landscape has been home to multiple hominins.' Major disagreement on whether spatial association constitutes adequate evidence.",7.0,9.0,7,elife-89102,v1,0.7777777777777778,9,7,Disagree
CMP4,R14,R7,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both address methodological documentation (C130-C139) with identical claim sets. OpenEval finds methods SUPPORTED as 'appropriate for documentation' though preliminary. Peer reviewers rate UNSUPPORTED, criticizing the lack of 'image enhancements - which is standard in most rock art research' and noting that advanced imaging techniques used at sites like Blombos are 'not invasive or destructive' and should have been employed. Disagreement on methodological adequacy.",10.0,10.0,10,elife-89102,v1,1.0,10,10,Disagree
CMP18,R9,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,Minor overlap on exclusivity claims (C68-C69). OpenEval includes these in SUPPORTED systematic ruling out of alternatives. Peer reviewers explicitly reject authorship attribution as UNSUPPORTED. The exclusivity of H. naledi presence vs. authorship attribution represents different aspects that lead to divergent conclusions.,14.0,9.0,2,elife-89102,v1,0.14285714285714285,9,14,Disagree
CMP9,R16,R7,Supported,Unsupported,MAJOR,MINOR,Disagree,"Major disagreement on auto/alloimmunity claims (C133, C135). OpenEval rates SUPPORTED as interpretive conclusion based on combined data from current and previous work. Peer reviewers rate UNSUPPORTED, explicitly challenging that 'no data that supports this statement is shown' in current work and requiring proper citation if referring to previous publications.",2.0,3.0,2,elife-88686,v1,0.6666666666666666,3,2,Disagree
CMP10,R12,R6,Supported,Unsupported,MINOR,MINOR,Disagree,"Disagreement on sepsis definition context (C1, C6, C7). OpenEval rates these background claims as SUPPORTED, describing them as appropriately cited literature context. Peer reviewers rate UNSUPPORTED, stating 'the definition of sepsis is outdated' and that Sepsis-3 definition must be used instead of SIRS-based Sepsis-2 framework.",53.0,3.0,3,elife-88686,v1,0.05660377358490566,3,53,Disagree
CMP14,R18,R2,Unsupported,Supported,MINOR,MAJOR,Disagree,"Potential disagreement on statistical threshold (C57). OpenEval rates UNSUPPORTED, criticizing p<0.2 as unusually permissive and increasing false positive risk. Peer reviewers rate mass spectrometry findings SUPPORTED without specifically addressing this statistical concern.",1.0,15.0,1,elife-85596,v1,0.06666666666666667,15,1,Disagree
CMP10,R9,R7,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address claims about extending current knowledge (C118-C119). OpenEval finds SUPPORTED based on high-sensitivity detection and brain-wide analysis. Peer reviewers rate UNSUPPORTED, directly challenging that the methodology extends knowledge, noting other studies have achieved similar or better resolution and specificity.",9.0,2.0,2,elife-97602,v1,0.2222222222222222,2,9,Disagree
CMP14,R14,R11,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both address alternative MCM loading mechanisms (C134-C141). OpenEval finds inference of alternative mechanism logical given data. Peer reviewers explicitly challenge this, stating 'Biochemically, ORC without the ORC1 or ORC2 subunits cannot load the MCM helicase' and 'we still have no information about an alternative pathway,' showing fundamental disagreement.",8.0,4.0,2,elife-102915,v1,0.25,4,8,Disagree
CMP16,R16,R12,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both assess evidence against incomplete deletion (C145-C147). OpenEval finds high EYFP penetrance and undetectable protein provide strong evidence but acknowledges Western blot limits. Peer reviewers remain skeptical, stating 'not all hepatocytes have the ORC1 and ORC2 genes deleted' and noting Western blots have 'non-linear response curves,' showing significant disagreement.",3.0,4.0,3,elife-102915,v1,0.75,4,3,Disagree
CMP19,R19,R11,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate main conclusion about ORC-independent replication (C153-C154, C11). OpenEval finds data strongly supportive. Peer reviewers explicitly challenge this, with multiple stating they 'find the conclusion somewhat hard to accept' and that 'it remains possible that small amounts of residual ORC are responsible,' showing fundamental disagreement on the paper's central claim.",3.0,4.0,2,elife-102915,v1,0.5,4,3,Disagree
CMP21,R21,R12,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both address inability to prove absolute absence of ORC (C157). OpenEval finds the caveat appropriate and notes evidence makes absence 'progressively unlikely.' Peer reviewers emphasize this limitation more strongly, stating 'the authors cannot confirm that it is deleted in all cells,' both acknowledging the limitation but with different weight.",1.0,4.0,1,elife-102915,v1,0.25,4,1,Disagree
CMP14,R21,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Major disagreement on generalizability claims (C64). OpenEval rates as SUPPORTED, noting multi-ancestry approach represents important contribution; peer reviewers rate as UNSUPPORTED, stating 'their conclusion on generalizability of the maternal smoking risk score is currently not supported by their data.'",2.0,4.0,1,elife-93260,v1,0.25,4,2,Disagree
CMP15,R22,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,Disagreement on conclusions about South Asian populations (C67-C68). OpenEval rates as SUPPORTED though notes interpretation requires careful consideration of confounding; peer reviewers rate as UNSUPPORTED due to inability to validate in sufficient numbers of South Asian smokers.,3.0,4.0,2,elife-93260,v1,0.5,4,3,Disagree
CMP16,R31,R6,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Partial overlap on MRS portability across populations (C104). OpenEval rates as SUPPORTED with caution about lack of active smokers; peer reviewers included in UNSUPPORTED evaluation, stating 'the overall statement that smoking-associated MRS are portable across populations are not fully supported.'",4.0,4.0,1,elife-93260,v1,0.25,4,4,Disagree
CMP9,R11,R9,Supported,Unsupported,MAJOR,MAJOR,Disagree,"OpenEval R11 addresses the central conceptual conclusion about TSE and entropic barriers (C44-C45, C58, C61) rated SUPPORTED. Peer R9 addresses C58 specifically and rates UNSUPPORTED, stating that demonstrating this as a 'catalytic strategy' requires comparison to non-enzymatic reaction that was not performed. Major disagreement on the fundamental claim.",4.0,1.0,1,elife-93099,v1,0.25,1,4,Disagree
CMP6,R16,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Disagreement on absence of clinical disease (C85-C86, C124, C180). OpenEval rates this as SUPPORTED (well-documented limitation), while peer reviewers rate as UNSUPPORTED, explicitly identifying 'lack of phenotype' as a significant weakness that undermines the model's disease relevance.",6.0,4.0,4,elife-88826,v1,0.6666666666666666,4,6,Disagree
CMP8,R8,R7,Supported,Unsupported,MINOR,MAJOR,Disagree,"Moderate claim overlap (C48-C50, C89) on bidirectional methylation fluctuation. OpenEval rates SUPPORTED, viewing evidence of no fully demethylated neurons and tumor data as supporting bidirectional fluctuation that can be modeled. Peer review rates UNSUPPORTED, emphasizing that 'unstable nature of CpG methylation would introduce significant problems in inferring true cell lineage' and that fluctuating methylation contradicts fundamental requirement for stable inheritance.",5.0,6.0,4,elife-101163,v1,0.6666666666666666,6,5,Disagree
CMP11,R9,R7,Supported,Unsupported,MINOR,MAJOR,Disagree,"Small overlap (C53, C54) on limitations and confounding factors. OpenEval rates SUPPORTED as honest assessment of limitations, noting untested assumptions and potential post-differentiation remodeling confounds. Peer review (within R7) rates UNSUPPORTED, using these same limitations as evidence that methylation patterns are fundamentally unreliable for lineage tracing.",3.0,6.0,2,elife-101163,v1,0.3333333333333333,6,3,Disagree
CMP12,R2,R2,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Minimal overlap (C13, C25) but both address core conceptual validity. OpenEval rates methylation hierarchy findings SUPPORTED. Peer review rates UNSUPPORTED, fundamentally challenging the conceptual foundation: 'DNA methylation is unstable across cell divisions and differentiation, and is hardly called barcodes' and 'use of Human Brain Barcodes in the title lacks convincing evidence.' Editor notes 'evidence supporting claims remains incomplete.'",12.0,8.0,2,elife-101163,v1,0.16666666666666666,8,12,Disagree
CMP15,R6,R11,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Significant disagreement. OpenEval evaluates claims C77-C90 as SUPPORTED, citing domain deletion, co-IP, and AlphaFold2 modeling. Peer review evaluates overlapping claims (C80-C82, C85-C86, C88-C90) as UNSUPPORTED, stating TM domain claims rely on structural simulation without direct biochemical validation of TM-TM interactions.",11.0,8.0,8,elife-89938,v1,0.7272727272727273,8,11,Disagree
CMP11,R15,R7,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate the quantitative c-di-AMP threshold estimate (C38, C135). OpenEval finds this SUPPORTED as reasonable inference from comparing levels at different timepoints. Peer reviewers rate UNSUPPORTED, noting strains with c-di-AMP around 300 pg/mL show effects while strains at 4000 pg/mL sometimes show no effects, and that 'only very high levels make a difference,' undermining the threshold model.",2.0,2.0,2,elife-104240,v1,1.0,2,2,Disagree
CMP16,R24,R14,Supported,Unsupported,MINOR,MAJOR,Disagree,"Both address the synthesis of evidence for TIP causality (C157-C158, C13, C53). OpenEval finds this SUPPORTED by multiple lines of evidence but acknowledges it remains an inference. Peer reviewers find this UNSUPPORTED, explicitly stating that 'linkage is just that, not definitive evidence' and that transgenic experiments would be needed for convincing proof.",2.0,3.0,1,elife-86324,v1,0.3333333333333333,3,2,Disagree
CMP11,R15,R5,Supported,Unsupported,MAJOR,MAJOR,Disagree,"Both evaluate major conclusions about extreme rearrangement and morphological conservation (C9-C11). OpenEval finds these well-supported by extensive genomic data contrasted with morphological conservation. Peer reviewer directly challenges these claims, stating they are 'unconvinced' the data 'justify the implications of the title or the claims made in the Summary' and noting insufficient justification that the pace is 'in any way remarkable.'",5.0,4.0,3,elife-102542,v1,0.6,4,5,Disagree
CMP8,R12,R6,Supported,Unsupported,MINOR,MINOR,Disagree,"Both address predation/visibility arguments as limitations (C151, C154-C155). OpenEval finds authors appropriately acknowledge limitations and provide evidence that some factors are unlikely confounds. Peer reviewer explicitly challenges the predation/visibility argument as unconvincing, providing contrary evidence about visual signal requirements and predator-prey acoustic dynamics.",14.0,3.0,3,elife-87008,v1,0.21428571428571427,3,14,Disagree
CMP7,R7,R5,Unsupported,Supported,MAJOR,MAJOR,Disagree,"Strong disagreement on claim C29. OpenEval rates as UNSUPPORTED, identifying it as contradicting data in C16-C26 and likely a typographical error. Peer review groups C29 with C22-C28 and rates all as SUPPORTED, describing the fiber remodeling findings as validated without noting the contradiction.",1.0,8.0,1,elife-99790,v1,0.125,8,1,Disagree
CMP13,R13,R9,Unsupported,Supported,MAJOR,MAJOR,Disagree,"Strong disagreement on claims C55-C58 regarding FAP proportions. OpenEval rates as UNSUPPORTED due to contradictory directional statements (increases described as decreases and vice versa), calling results 'uninterpretable.' Peer review groups with broader FAP claims (C59-C64) and rates as SUPPORTED, explicitly validating the conclusion that 'conjugated linoleic acid induces FAPs towards adipogenic commitment.'",4.0,10.0,4,elife-99790,v1,0.4,10,4,Disagree
CMP16,R20,R11,Supported,Unsupported,MINOR,MAJOR,Disagree,"OpenEval evaluates modeling framework definitions (C20-C22, C86-C89) as SUPPORTED, noting clear statements and explicit assumptions. Peer reviewers rate the modeling assumptions (C86, C87) as UNSUPPORTED, with Reviewer 3 explicitly challenging the assumption that plasmids don't affect each other and expressing concern about biological realism ('same cell counted in different pij runs counter to all intuition').",7.0,2.0,2,elife-99593,v1,0.2857142857142857,2,7,Disagree
